7,대한민국,2
7,게재,2
7,명시,2
7,작품,2
7,다발,2
8,대통령,17
8,북한,14
8,말,13
8,원장,13
8,전,11
8,국가,11
8,국민,11
8,김대중,10
8,정부,10
8,기자,10
8,관련,9
8,윤석열,8
8,참사,8
8,이태원,7
8,목포,7
8,사과,7
8,바이든,7
8,시진핑,7
8,푸틴,7
8,박지원,6
8,노벨평화상,6
8,기념관,6
8,관리,6
8,센터,6
8,상태,6
8,한덕수,6
8,국무총리,6
8,외신,6
8,회견,6
8,농담,6
8,총리와,6
8,김대기,6
8,대통령비서실장,6
8,비서실,6
8,사퇴,6
8,용산구,6
8,청장,6
8,주장,6
8,대치,6
8,외교,6
8,노력,6
8,해결,6
8,강조,6
8,대죄,5
8,전남,5
8,리더십,5
8,아카데미,5
8,강연,5
8,초청,5
8,위기,5
8,작동,5
8,공식,5
8,세계,5
8,시민,5
8,상대로,5
8,헤죽헤죽,5
8,행정안전부,5
8,장관,5
8,경찰청장,5
8,처벌,5
8,한반도,5
8,정세,5
8,강,5
8,가야,5
8,것,5
8,국정원장,5
8,생명,5
8,재산,5
8,상하,5
8,오늘,4
8,자로,4
8,도발,4
8,인도네시아,4
8,정상,4
8,회의,4
8,설득,4
8,요청,4
8,핵실험,4
8,임박,4
8,미국,4
8,중간,4
8,선거,4
8,감정,4
8,그,3
8,책임,3
8,대해,3
8,게,3
8,비판,3
8,주요,3
8,개국,3
8,지적,2
8,한편,2
8,위로,2
8,박,2
8,국가정보원장,1
8,가운데,1
8,이야기,1
8,의견,1
8,백석대학교,1
8,캠퍼스,1
9,북한,163
9,안보리,59
9,미국,53
9,도발,52
9,발사,47
9,우리,39
9,러시아,34
9,미사일,33
9,대사,31
9,촉구,30
9,회의,25
9,규탄,25
9,한미,25
9,한반도,25
9,관련,25
9,대화,24
9,유엔,23
9,중국,22
9,강조,22
9,계속,21
9,말,21
9,최근,20
9,행동,19
9,성명,19
9,탄도미사일,18
9,제재,18
9,커비,17
9,정관,17
9,위해,17
9,군사훈련,16
9,공개,16
9,훈련,16
9,우려,16
9,대해,16
9,지속,16
9,한국,15
9,연합,15
9,주장,15
9,긴장,15
9,추가,15
9,포탄,15
9,무기,14
9,행위,14
9,논의,14
9,국가,14
9,능력,14
9,거론,14
9,대한,13
9,김정은,13
9,서방,12
9,결의,12
9,지역,12
9,지적,12
9,방어,12
9,대립,12
9,외교,11
9,안보,11
9,안전보장,10
9,이사회,10
9,비판,10
9,주변,10
9,압박,10
9,채택,10
9,시간,9
9,모든,9
9,우크라이나,9
9,책임,9
9,대북,9
9,일방,9
9,중단,9
9,지난,9
9,그것,9
9,사무,9
9,총장,9
9,현지,8
9,국제,8
9,이행,8
9,전략,8
9,대응,8
9,군사,8
9,백악관,8
9,질문,8
9,반복,8
9,태세,8
9,정권,8
9,징후,8
9,사실,8
9,제공,8
9,그,8
9,상황,8
9,라며,8
9,사국,8
9,이유,8
9,면서,8
9,올해,7
9,불법,7
9,포기,7
9,역할,7
9,브리핑,7
9,문제,7
10,국정조사,92
10,수사,81
10,민주당,53
10,경찰,39
10,참사,38
10,국민,38
10,원내대표,30
10,여야,23
10,이태원,23
10,여당,23
10,정의당,22
10,특검,22
10,주장,21
10,국회,21
10,규명,20
10,입장,20
10,야당,20
10,요구,19
10,책임,18
10,수완,18
10,진상,17
10,정부,17
10,지금,14
10,문제,14
10,결과,14
10,말,12
10,추진,12
10,강제,12
10,상황,12
10,검찰,12
10,라며,11
10,제출,11
10,셀프,11
10,원인,10
10,이번,10
10,관련,9
10,의원,9
10,수단,9
10,기자,9
10,구서,9
10,조사,9
10,위원장,9
10,가능성,9
10,야권,8
10,비판,8
10,여권,8
10,만큼,8
10,때문,8
10,이은주,8
10,고,8
10,수사권,8
10,전망,8
10,장관,8
10,최고,7
10,거부,7
10,대한,7
10,주호영,7
10,이,7
10,제기,7
10,정진석,7
10,먼저,7
10,대해,7
10,대통령,7
10,국조,7
10,대표,6
10,위원,6
10,사건,6
10,의혹,6
10,박홍근,6
10,위원회,6
10,구성,6
10,자리,6
10,압박,6
10,발동,6
10,보고,6
10,관계자,6
10,설득,6
10,대형,6
10,상설,6
10,안전,5
10,우선,5
10,국정,5
10,동의,5
10,계속,5
10,대책,5
10,통해,5
10,오히려,5
10,계획,5
10,특별,5
10,진행,5
10,한계,5
10,목소리,5
10,대상,5
10,라면,5
10,당장,5
10,강조,5
10,공세,5
10,원상,5
10,복구,5
10,것,5
